City,Temperature_C,Population_Density,Green_Cover_%,Industrial_Activity_Level,Vehicular_Emissions_Index,Humidity_%,Land_Surface_Temperature_C,Nighttime_Temperature_C,UHI_Effect_Severity
Bangalore,32.95,18576,7.17,Medium,178.32,45.07,34.99,31.73,Low
Chennai,40.03,17268,36.08,Medium,180.27,63.37,42.83,37.24,High
Delhi,29.36,23390,35.41,Medium,292.91,73.35,34.83,26.75,Low
Delhi,40.64,12925,17.5,Medium,213.75,64.68,45.6,37.1,High
Pune,35.77,8107,36.19,Medium,121.96,73.72,39.96,33.8,Medium
Pune,33.32,25852,25.78,Medium,110.2,80.81,40.86,32.2,Medium
Delhi,34.9,24714,33.21,Medium,82.06,74.29,38.9,32.63,Medium
Pune,34.46,13722,19.96,Medium,239.13,70.81,39.69,30.56,Medium
Bangalore,41.1,22307,8.97,High,222.69,82.68,46.51,37.71,High
Delhi,29.62,27631,20.18,Medium,202.47,85.03,34.78,28.52,Low
Pune,31.19,29816,21.01,High,60.21,59.44,36.05,27.56,Low
Delhi,40.18,23280,24.28,Medium,240.71,48.66,44.2,37.77,High
Chennai,32.02,12883,8.7,High,210.47,80.89,39.47,29.93,Low
Mumbai,39.5,24708,39.7,Medium,290.97,50.69,44.21,37.46,High
Delhi,43.5,18453,13.54,High,196.8,86.45,48.67,40.71,High
Mumbai,32.99,22197,11.95,Low,125.99,41.14,38.93,30.4,Low
Pune,38.41,26134,23.44,Low,145.38,86.06,40.81,35.44,High
Mumbai,29.23,12618,23.8,Medium,93.96,69.46,35.92,26.51,Low
Delhi,38.77,5782,20.39,High,230.73,78.74,43.85,37.34,High
Chennai,36.0,19642,32.02,Medium,226.93,59.92,41.94,34.23,Medium
Pune,37.37,25439,23.08,Low,100.16,89.59,44.0,33.84,Medium
Delhi,31.77,12789,26.34,Medium,89.62,51.38,39.02,28.78,Low
Pune,26.69,29583,30.33,Medium,69.25,53.22,31.05,24.35,Low
Bangalore,37.52,19002,5.88,Medium,277.99,42.57,44.38,35.97,Medium
Mumbai,24.68,24523,24.97,Medium,108.27,87.02,28.24,23.66,Low
Bangalore,33.41,16981,35.95,High,136.04,62.8,39.38,31.48,Medium
Delhi,39.71,10007,5.61,High,120.13,73.74,42.32,38.54,High
Chennai,35.96,25435,19.18,Low,153.41,74.37,38.08,33.51,Medium
Pune,44.74,12575,37.42,Medium,228.51,83.73,47.32,41.28,High
Mumbai,40.13,24574,17.36,Medium,267.65,73.25,44.04,38.27,High
Pune,31.73,21184,21.06,Medium,95.65,68.1,33.92,28.19,Low
Delhi,35.14,16294,39.35,Low,221.6,75.52,40.92,32.02,Medium
Pune,34.76,10637,11.98,Medium,138.14,77.55,38.66,33.39,Medium
Mumbai,27.09,17770,7.28,Medium,295.13,49.3,33.51,24.16,Low
Delhi,30.3,19542,35.08,High,124.73,45.48,32.57,28.84,Low
Pune,32.2,15908,35.4,High,51.8,43.74,35.5,29.23,Low
Chennai,24.82,21962,21.52,Low,178.91,58.7,29.27,23.39,Low
Delhi,35.24,29522,23.0,High,87.68,64.9,39.53,33.06,Medium
Delhi,33.75,25866,34.25,Medium,61.12,70.78,36.54,31.05,Medium
Chennai,26.64,17699,30.85,Medium,224.57,87.9,34.6,25.48,Low
Bangalore,37.02,6865,14.28,Medium,233.06,56.54,40.73,35.56,Medium
Mumbai,38.58,26873,5.59,Medium,165.17,78.04,44.91,36.62,High
Bangalore,36.14,6376,21.79,Medium,219.22,66.57,39.46,33.75,Medium
Pune,33.38,19255,35.06,Medium,184.56,51.0,40.65,29.8,Medium
Chennai,37.96,18647,36.35,Low,207.45,70.77,42.28,36.4,Medium
Bangalore,38.4,10408,38.47,Medium,199.18,88.36,45.81,36.36,High
Delhi,36.54,13163,35.78,Low,216.46,46.22,40.59,34.11,Medium
Pune,30.88,26442,25.3,Low,99.91,65.36,32.93,28.99,Low
Pune,36.38,11283,20.56,Medium,117.18,42.58,41.49,33.51,Medium
Bangalore,40.98,6976,32.12,Medium,159.99,56.06,46.13,39.21,High
Bangalore,32.02,11443,30.89,Medium,161.53,71.03,34.74,28.7,Low
Chennai,45.49,18324,23.84,Low,243.6,82.05,48.9,42.97,High
Mumbai,32.37,26143,8.06,High,141.85,76.52,39.07,31.11,Low
Bangalore,35.16,12595,37.41,Medium,90.63,63.14,37.38,32.28,Medium
Bangalore,31.64,9920,20.95,Low,112.87,85.46,36.57,28.93,Low
Delhi,36.12,23271,17.72,Medium,103.68,55.14,41.3,34.1,Medium
Pune,26.29,22375,27.03,Medium,232.92,77.7,32.42,25.26,Low
Mumbai,32.27,10228,28.58,Low,167.58,63.7,34.49,30.67,Low
Delhi,29.54,16748,12.37,Medium,227.16,84.93,35.05,27.32,Low
Chennai,35.68,20715,34.29,High,154.05,79.87,37.7,34.08,Medium
Chennai,39.97,19484,15.15,Medium,272.43,85.07,43.56,37.24,High
Bangalore,38.23,29430,11.53,Low,295.88,50.71,43.23,35.09,High
Bangalore,23.14,11450,19.22,High,217.46,73.41,30.61,19.57,Low
Chennai,45.21,24988,30.57,Medium,265.95,76.92,47.97,42.27,High
Bangalore,36.48,22467,38.79,High,176.98,77.12,39.49,33.41,Medium
Mumbai,31.12,5020,33.32,Low,283.66,65.2,37.13,28.29,Low
Bangalore,35.79,19717,37.91,Medium,257.9,40.56,40.03,31.83,Medium
Pune,35.88,19580,9.92,Medium,297.94,53.07,41.62,34.1,Medium
Bangalore,31.67,15117,7.49,Low,205.77,56.17,39.65,29.87,Low
Delhi,35.99,14664,24.52,Medium,244.8,82.6,43.91,34.61,Medium
Mumbai,31.96,6099,15.16,Medium,185.72,82.04,36.08,29.51,Low
Delhi,32.98,28225,33.98,Low,114.78,45.23,38.0,31.69,Low
Delhi,31.57,7637,28.52,Medium,138.69,87.49,39.0,29.76,Low
Pune,27.84,13581,38.98,Medium,273.5,49.12,30.39,25.39,Low
Mumbai,35.73,12744,13.92,Low,63.99,60.72,40.44,31.86,Medium
Mumbai,37.93,24797,22.0,High,197.87,50.76,42.19,34.04,Medium
Mumbai,37.57,12457,22.54,High,143.12,83.02,41.34,34.34,Medium
Mumbai,39.1,15807,13.37,Low,146.67,77.47,47.06,36.93,High
Mumbai,36.62,22738,25.65,Medium,271.14,57.68,43.02,33.03,Medium
Pune,32.34,11402,20.52,Medium,263.46,74.09,36.67,28.71,Low
Bangalore,39.2,9521,20.64,Medium,199.71,49.22,46.17,35.47,High
Delhi,28.21,26509,17.7,High,118.23,59.11,33.15,25.29,Low
Mumbai,30.5,21389,5.59,Medium,168.86,58.86,37.73,28.89,Low
Bangalore,30.18,13382,23.27,High,152.07,51.9,33.78,28.91,Low
Bangalore,40.4,29723,16.73,Medium,138.4,83.82,43.74,36.66,High
Delhi,39.71,17692,5.05,Medium,75.7,73.94,43.2,38.55,High
Pune,37.44,9353,15.78,High,185.78,54.0,42.67,35.55,Medium
Chennai,40.36,20065,14.75,Medium,125.46,52.11,44.11,37.9,High
Chennai,30.6,24934,18.77,Medium,215.2,40.9,33.49,29.54,Low
Bangalore,36.74,19425,9.61,Medium,129.8,57.33,44.71,33.02,Medium
Delhi,34.37,18111,22.77,Low,157.79,66.34,41.78,32.51,Medium
Chennai,39.23,13031,29.24,Medium,63.09,53.89,45.04,38.15,High
Bangalore,34.42,25489,27.06,High,298.13,75.02,41.77,30.44,Medium
Pune,33.08,20510,33.13,Medium,176.9,60.59,40.69,31.14,Medium
Chennai,37.7,10083,20.82,High,56.06,55.82,43.76,34.07,Medium
Bangalore,39.38,13816,23.17,Low,185.31,86.95,44.49,37.02,High
Bangalore,31.66,17317,33.36,Medium,267.59,53.14,38.95,28.67,Low
Mumbai,34.69,7175,19.97,High,243.14,59.91,40.1,32.97,Medium
Pune,29.71,16341,29.56,Medium,225.23,59.11,32.47,27.2,Low
Mumbai,22.51,26608,20.21,Low,84.87,52.06,26.71,20.74,Low
Delhi,36.0,22579,19.62,Medium,214.43,50.87,40.68,32.15,Medium
Mumbai,38.04,7069,31.61,Medium,241.57,55.12,45.66,36.86,High
Mumbai,36.31,8358,11.12,Low,193.1,83.21,42.27,34.49,Medium
Chennai,25.25,23822,16.85,High,273.19,78.35,32.5,21.57,Low
Bangalore,33.25,13808,12.85,High,119.25,74.05,39.79,30.81,Medium
Pune,23.91,9244,17.57,Medium,110.54,62.86,27.77,21.11,Low
Mumbai,41.85,24727,13.06,Medium,267.39,65.39,48.16,38.89,High
Pune,29.57,6811,25.28,High,206.35,53.36,32.74,28.36,Low
Mumbai,41.28,21555,32.94,Medium,50.36,43.72,45.73,40.22,High
Delhi,39.73,25526,32.53,Low,138.28,56.55,46.57,35.92,High
Mumbai,30.5,22009,17.76,Low,264.46,64.78,36.17,28.68,Low
Chennai,29.34,10906,39.61,Low,56.83,42.87,36.29,27.2,Low
Bangalore,36.75,12983,25.78,Low,50.81,44.41,40.28,33.71,Medium
Delhi,30.78,9063,18.98,Medium,120.31,53.15,37.28,29.07,Low
Mumbai,35.51,15446,34.24,Medium,278.5,58.35,38.73,32.31,Medium
Pune,32.59,13644,30.55,Low,275.37,59.67,37.86,30.21,Low
Delhi,26.09,14610,31.22,Low,179.69,45.89,30.7,22.52,Low
Delhi,23.85,13142,11.86,Medium,188.31,51.29,29.19,22.01,Low
Mumbai,36.13,5753,21.39,Low,133.0,53.08,38.95,34.52,Medium
Delhi,32.19,16564,35.16,Medium,110.93,43.38,36.36,28.7,Low
Pune,32.23,11851,22.64,Low,253.81,56.3,38.24,30.26,Low
Delhi,38.48,10104,28.92,High,76.57,43.61,43.83,36.24,High
Pune,40.87,28727,25.58,High,171.84,75.17,46.16,37.49,High
Mumbai,33.64,20190,34.48,Medium,208.6,59.3,38.7,30.73,Medium
Bangalore,33.3,28310,14.96,Medium,75.92,56.34,40.96,30.97,Medium
Delhi,37.5,18421,25.14,High,179.9,46.33,45.11,35.75,Medium
Bangalore,28.22,28211,9.31,Low,194.38,51.33,32.38,24.92,Low
Pune,36.12,16202,29.16,High,235.62,51.64,40.23,34.57,Medium
Delhi,37.76,16103,30.62,Medium,108.71,89.26,43.09,33.97,Medium
Chennai,38.4,14417,6.5,Medium,123.33,81.77,40.97,36.95,High
Bangalore,25.32,13359,28.65,Medium,192.38,40.76,29.13,21.9,Low
Delhi,31.19,8685,19.51,Medium,295.78,70.84,34.58,28.92,Low
Bangalore,30.61,29661,9.34,Medium,104.37,52.8,33.95,29.05,Low
Delhi,35.5,14869,19.7,Medium,296.48,45.22,41.33,33.29,Medium
Mumbai,37.4,23366,11.8,Medium,228.59,75.28,41.71,35.74,Medium
Bangalore,42.48,9944,19.54,Low,256.52,46.58,45.51,41.08,High
Chennai,32.53,29276,18.45,Medium,72.41,62.19,39.85,30.81,Low
Chennai,32.51,20410,30.84,Medium,125.11,71.61,39.76,28.91,Low
Pune,40.75,20471,32.1,Low,64.43,67.72,47.92,39.43,High
Delhi,36.48,14678,26.25,Low,142.89,88.88,40.83,32.57,Medium
Bangalore,41.34,29575,5.79,Low,295.32,79.29,43.68,40.32,High
Pune,36.44,13633,37.59,Medium,76.32,78.71,39.08,33.47,Medium
Bangalore,29.21,13462,29.02,Medium,190.59,57.78,32.87,25.64,Low
Delhi,28.33,18888,6.2,Low,51.52,40.42,31.65,24.53,Low
Chennai,27.24,21727,33.66,High,228.17,76.72,34.49,25.81,Low
Mumbai,38.31,21203,12.01,Medium,99.3,89.99,46.23,35.22,High
Chennai,40.94,8081,25.27,Medium,82.4,60.29,47.84,39.62,High
Pune,44.25,28021,21.33,Low,134.25,89.28,50.63,42.19,High
Mumbai,39.22,14449,19.69,Medium,242.76,47.09,44.75,36.02,High
Pune,40.81,20657,36.14,Medium,76.65,54.83,47.43,38.78,High
Delhi,32.1,7291,20.31,High,107.46,48.54,39.78,30.16,Low
Mumbai,29.22,6532,7.64,Medium,52.12,63.76,34.83,27.87,Low
Pune,39.25,9362,38.13,Medium,292.1,79.85,42.18,38.05,High
Delhi,37.09,23037,37.22,High,198.04,57.03,40.07,35.74,Medium
Chennai,35.54,21015,28.96,Low,229.97,85.31,41.04,31.91,Medium
Delhi,36.94,9988,21.38,Low,212.85,67.24,40.94,35.9,Medium
Bangalore,36.62,11344,8.25,Medium,86.09,63.27,44.08,33.54,Medium
Delhi,41.42,13430,32.68,Low,198.73,79.35,47.09,38.11,High
Delhi,41.47,20693,7.64,Low,82.85,45.07,47.53,38.77,High
Bangalore,37.72,14106,7.4,Medium,150.31,78.69,39.76,34.53,Medium
Pune,39.23,6438,23.81,Low,192.24,52.15,44.22,36.27,High
Pune,37.57,24400,10.6,Medium,189.72,54.04,42.16,35.2,Medium
Delhi,32.69,19819,5.27,High,79.77,69.97,38.93,30.55,Low
Bangalore,38.78,14652,19.81,Medium,58.61,85.1,43.08,34.96,High
Bangalore,28.03,29550,9.8,Low,249.56,68.92,35.89,24.11,Low
Chennai,40.27,11389,10.62,Low,231.48,72.45,46.29,37.32,High
Pune,29.03,27361,7.69,Low,70.45,78.83,34.99,27.44,Low
Mumbai,36.43,8079,12.18,Low,81.85,52.97,43.95,34.09,Medium
Pune,30.77,11295,30.04,Low,273.15,81.36,38.75,28.28,Low
Pune,37.77,18703,33.31,Medium,242.28,60.9,40.95,34.49,Medium
Chennai,34.83,23642,20.84,Medium,299.04,48.78,41.69,31.83,Medium
Mumbai,27.03,13558,22.73,Medium,113.5,57.51,30.0,24.48,Low
Chennai,37.1,24375,6.14,High,171.95,52.31,41.85,34.06,Medium
Mumbai,32.11,8741,7.43,Medium,109.11,51.44,34.71,31.04,Low
Delhi,39.41,18881,14.01,Medium,205.7,54.13,45.15,36.08,High
Mumbai,35.01,21469,24.04,Low,78.85,49.05,39.82,33.37,Medium
Chennai,36.98,20414,30.88,Medium,81.81,73.39,42.75,34.01,Medium
Pune,30.21,19329,26.18,Medium,67.97,69.0,36.28,28.87,Low
Mumbai,32.05,23877,18.72,Low,223.4,72.42,37.77,30.71,Low
Mumbai,32.71,21382,9.14,High,173.52,57.19,36.47,31.6,Low
Bangalore,39.28,27831,32.33,Medium,204.43,78.49,46.31,35.55,High
Pune,43.39,13323,17.73,Low,269.83,46.48,48.7,40.57,High
Delhi,30.97,12588,30.76,High,235.08,68.56,35.91,28.89,Low
Chennai,40.38,5903,22.95,High,165.43,53.77,48.31,37.02,High
Delhi,24.15,16648,30.85,Medium,296.09,66.38,27.85,21.27,Low
Pune,29.03,26467,36.76,Medium,164.06,56.18,34.2,26.17,Low
Mumbai,30.21,27574,37.24,Medium,78.11,79.53,36.3,27.74,Low
Mumbai,28.24,14955,23.73,Medium,298.16,84.56,30.99,27.21,Low
Pune,27.08,7804,22.9,Low,55.71,77.13,31.21,25.31,Low
Mumbai,37.06,22610,14.3,Medium,187.47,48.78,43.88,35.74,Medium
Mumbai,33.93,6284,37.75,High,127.27,53.74,37.35,30.94,Medium
Mumbai,36.9,5689,21.03,Low,175.89,85.97,41.86,35.15,Medium
Chennai,38.45,26527,9.47,High,189.68,61.86,44.24,36.1,High
Chennai,36.33,9782,20.14,High,110.02,87.06,42.36,34.27,Medium
Bangalore,38.29,26265,9.45,Low,189.21,59.62,44.66,36.86,High
Delhi,34.65,9507,22.59,Medium,239.02,87.59,41.85,30.78,Medium
Pune,29.07,6996,24.64,Low,116.63,86.29,33.42,25.26,Low
Pune,40.29,25765,16.82,Medium,145.86,73.03,46.53,39.04,High
Pune,32.05,29064,7.51,Medium,117.06,40.44,38.45,28.57,Low
Bangalore,30.32,21813,38.02,Low,255.14,60.02,34.12,27.86,Low
Chennai,34.11,27084,32.07,Medium,231.25,85.56,41.92,30.79,Medium
Bangalore,30.44,25165,34.36,High,267.8,84.26,37.63,28.98,Low
Pune,32.91,13631,17.84,Medium,92.51,49.37,36.65,31.52,Low
Delhi,36.72,26852,31.63,Low,68.39,59.96,42.77,33.05,Medium
Mumbai,36.74,9507,21.99,Low,79.85,81.78,43.05,33.05,Medium
Chennai,30.51,5527,12.04,Medium,90.25,68.89,35.1,28.11,Low
Chennai,32.56,7996,9.35,High,183.27,82.36,39.74,28.95,Low
Bangalore,40.37,8467,17.08,High,292.73,81.33,46.51,37.37,High
Chennai,37.48,22745,9.81,Medium,139.31,85.37,43.43,35.93,Medium
Pune,45.38,28201,39.94,Medium,289.63,45.86,48.7,43.39,High
Pune,40.9,19772,6.72,Low,59.55,47.26,45.35,39.49,High
Bangalore,40.72,5703,20.44,Low,281.72,44.14,45.33,37.4,High
Pune,28.06,5662,20.82,Medium,95.29,86.76,34.46,24.1,Low
Delhi,38.82,29940,15.52,Medium,278.12,63.76,44.53,36.18,High
Bangalore,34.73,14114,25.0,Medium,64.06,43.22,37.25,31.77,Medium
Delhi,32.25,11256,10.25,High,287.05,56.08,36.09,29.01,Low
Mumbai,35.84,13367,32.44,Medium,100.2,57.57,40.68,34.17,Medium
Delhi,39.73,18460,16.64,Medium,125.68,80.48,46.15,37.72,High
Mumbai,37.5,10297,25.7,Low,172.74,76.77,43.97,35.27,Medium
Mumbai,30.61,13573,30.05,High,145.18,74.47,35.55,27.82,Low
Delhi,38.71,20582,36.12,Medium,216.88,41.09,41.41,35.16,High
Bangalore,31.81,10378,34.25,High,293.7,85.53,35.57,30.05,Low
Pune,36.08,18500,26.29,Medium,201.61,50.78,39.61,33.67,Medium
Pune,33.48,5305,18.59,Medium,230.37,71.45,40.17,30.23,Medium
Mumbai,33.91,26881,22.61,Medium,72.0,43.09,36.99,32.64,Medium
Mumbai,38.83,9697,31.91,Low,206.95,44.08,43.62,36.29,High
Bangalore,29.8,23774,35.71,Medium,163.46,40.48,35.82,28.37,Low
Chennai,44.73,12222,8.63,High,271.45,68.3,52.51,42.11,High
Delhi,25.89,12933,18.47,Low,147.05,71.47,33.89,22.59,Low
Mumbai,32.01,22849,32.16,Low,219.86,42.52,39.73,30.3,Low
Pune,36.85,29236,20.11,Medium,107.04,54.52,43.16,33.3,Medium
Bangalore,37.92,16463,16.63,Low,114.84,82.57,44.4,35.92,Medium
Delhi,34.5,5402,19.4,Medium,144.03,45.07,41.05,32.93,Medium
Bangalore,34.71,17901,26.1,Medium,126.02,50.83,41.89,32.32,Medium
Delhi,37.05,11940,39.99,Medium,113.47,61.22,44.76,33.42,Medium
Delhi,33.84,21022,22.25,High,62.42,82.11,38.52,32.64,Medium
Mumbai,41.97,24054,12.3,Medium,259.19,52.74,46.46,39.98,High
Bangalore,39.2,13095,10.7,High,66.08,89.86,43.96,36.24,High
Bangalore,39.36,15842,6.48,Medium,271.84,57.76,45.32,37.29,High
Pune,30.17,29752,24.56,High,81.37,59.32,36.82,28.96,Low
Pune,34.6,9544,24.06,Low,66.32,46.11,41.83,32.61,Medium
Mumbai,33.5,27044,12.18,Low,190.75,74.01,38.23,30.03,Medium
Mumbai,29.97,11074,29.34,Low,175.61,52.17,34.15,26.07,Low
Chennai,36.8,23732,30.94,Medium,172.81,71.44,44.7,35.68,Medium
Pune,32.31,11850,14.07,High,193.63,51.16,35.7,29.6,Low
Delhi,38.28,25786,17.04,Medium,121.76,59.39,41.61,36.96,High
Bangalore,29.65,5750,39.67,High,215.74,82.83,35.94,26.61,Low
Mumbai,43.6,25446,18.1,Medium,175.6,76.95,46.67,42.57,High
Bangalore,30.52,28818,31.63,Medium,133.69,47.73,34.91,29.47,Low
Bangalore,36.1,29789,20.85,High,256.63,70.39,39.85,32.77,Medium
Chennai,38.96,6617,32.77,Medium,231.93,71.43,41.97,37.74,High
Pune,32.15,7530,31.92,Medium,148.4,44.53,37.63,30.23,Low
Mumbai,39.26,8333,28.37,Low,261.9,63.29,43.5,35.39,High
Bangalore,28.85,12234,34.92,High,280.06,53.03,33.63,24.9,Low
Mumbai,42.26,27152,37.87,Medium,184.22,63.36,45.44,40.78,High
Delhi,35.07,29091,25.3,Medium,103.74,78.85,41.68,32.39,Medium
Chennai,32.02,5511,13.31,Low,278.95,47.91,35.91,29.34,Low
Delhi,33.5,19546,18.95,Medium,97.37,46.17,37.56,31.15,Medium
Mumbai,39.04,10082,31.54,High,62.11,53.47,42.56,35.27,High
Mumbai,32.08,28244,27.78,High,131.87,87.61,36.68,28.82,Low
Pune,31.25,21636,11.22,Low,231.74,77.39,36.03,27.96,Low
Bangalore,33.89,25517,6.79,Medium,280.82,40.97,39.07,32.08,Medium
Bangalore,29.12,13820,28.9,Medium,209.32,60.05,36.92,26.81,Low
Delhi,44.1,8476,13.79,Low,287.96,52.87,51.53,41.64,High
Chennai,32.17,14178,22.49,Medium,73.09,71.91,37.82,30.27,Low
Bangalore,39.16,6725,31.14,Low,65.19,62.96,41.39,37.87,High
Pune,36.05,23477,24.69,Medium,201.05,88.22,41.72,34.67,Medium
Delhi,30.08,18765,7.92,Medium,291.53,50.95,32.62,28.54,Low
Delhi,34.97,6701,11.5,Medium,175.68,69.39,41.23,33.36,Medium
Pune,38.92,13496,12.68,Medium,62.88,75.01,43.26,37.19,High
Chennai,34.06,27218,14.03,High,105.3,81.28,41.08,32.29,Medium
Pune,40.97,17270,24.79,Low,111.2,60.35,48.62,38.6,High
Chennai,40.11,15472,22.64,Medium,134.46,74.35,44.61,37.58,High
Pune,39.59,25724,12.11,Low,60.9,55.16,44.36,37.67,High
Pune,32.7,7807,7.36,Medium,276.22,61.77,38.24,28.98,Low
Mumbai,29.6,20654,11.0,Low,178.89,84.78,32.78,26.94,Low
Delhi,31.93,16078,39.45,Low,217.73,87.5,39.5,28.57,Low
Pune,35.98,27685,21.4,Medium,66.79,75.94,40.58,32.21,Medium
Pune,37.73,12572,35.36,Medium,63.53,58.72,40.73,36.24,Medium
Bangalore,24.14,22408,34.71,High,196.62,81.0,30.72,21.86,Low
Delhi,34.96,24359,22.9,Medium,271.82,41.29,38.27,32.66,Medium
Bangalore,35.79,13698,29.73,High,182.12,45.14,38.65,33.73,Medium
Delhi,33.61,9856,11.75,Medium,269.45,73.07,38.99,32.59,Medium
Bangalore,41.46,11724,29.09,Low,252.75,54.56,47.49,38.01,High
Pune,37.11,14245,14.53,Medium,68.96,87.57,42.53,35.77,Medium
Pune,41.55,15866,34.12,Medium,100.49,61.8,47.49,37.56,High
Mumbai,33.92,23951,7.93,Medium,214.43,61.47,36.61,30.6,Medium
Bangalore,39.69,15096,32.06,Medium,160.88,73.9,44.54,36.95,High
Chennai,43.18,9587,8.5,Medium,122.67,78.38,47.32,41.71,High
Mumbai,41.56,9922,35.84,Medium,154.66,63.78,49.4,39.01,High
Bangalore,29.54,10046,15.65,Low,161.3,50.7,31.84,27.76,Low
Bangalore,33.73,24278,27.9,Low,277.64,78.67,37.52,31.97,Medium
Mumbai,33.27,12203,22.06,Low,75.86,56.02,40.93,29.79,Medium
Pune,37.45,28862,17.82,Low,119.93,48.76,45.35,35.3,Medium
Bangalore,38.43,20403,27.59,Medium,184.39,71.58,45.38,36.08,High
Pune,30.81,26658,38.16,Low,224.57,44.52,33.26,27.28,Low
Mumbai,35.34,14828,6.44,Medium,207.66,88.57,40.71,34.08,Medium
Pune,24.9,20797,37.16,Medium,285.41,71.62,29.3,22.12,Low
Delhi,42.21,24997,26.32,Low,248.9,89.29,49.05,39.48,High
Chennai,32.44,5038,33.26,High,189.27,56.94,34.77,30.16,Low
Bangalore,35.28,24468,18.44,Medium,103.67,88.56,38.46,31.79,Medium
Chennai,33.45,11265,21.51,Low,162.72,47.28,38.39,29.62,Medium
Pune,40.73,11598,35.41,High,223.35,42.03,43.68,38.33,High
Bangalore,20.81,7415,19.52,Low,259.49,41.65,26.97,18.44,Low
Pune,34.92,22142,23.71,Low,289.93,63.24,41.84,32.41,Medium
Delhi,34.47,25726,5.71,Medium,201.36,44.15,40.7,31.3,Medium
Mumbai,32.73,28450,10.55,Medium,181.73,65.61,37.37,29.73,Low
Bangalore,43.63,24500,27.46,Low,54.42,56.38,50.9,41.96,High
Delhi,30.56,22148,30.09,Low,68.02,56.78,33.39,29.37,Low
Delhi,38.86,19306,25.39,High,89.03,71.78,42.42,35.01,High
Bangalore,36.78,25413,10.02,Medium,63.69,48.15,41.72,35.0,Medium
Pune,41.31,19577,20.59,Low,150.22,78.33,43.68,38.39,High
Delhi,31.66,16885,17.43,Medium,134.22,69.1,34.24,28.18,Low
Chennai,31.34,16377,22.35,High,209.34,85.75,35.72,29.43,Low
Delhi,40.48,16058,35.46,Low,183.92,58.24,48.14,37.57,High
Pune,37.13,27829,32.16,Medium,198.99,89.14,44.58,35.8,Medium
Pune,27.28,12443,7.94,Medium,167.99,68.79,32.07,23.37,Low
Chennai,32.3,22701,36.16,Medium,119.43,88.67,35.16,31.13,Low
Delhi,36.93,22084,21.51,Medium,288.21,41.35,40.0,34.62,Medium
Pune,39.19,28911,31.04,High,71.6,76.4,43.45,36.58,High
Bangalore,31.6,9383,9.9,Low,284.72,80.83,34.86,28.23,Low
Mumbai,20.43,6593,28.48,Low,127.81,42.66,22.93,19.07,Low
Mumbai,37.62,19758,13.27,High,178.17,68.95,43.66,35.29,Medium
Mumbai,28.9,25529,20.34,Medium,77.21,80.1,34.39,27.0,Low
Delhi,24.91,28091,5.59,Medium,67.73,68.05,28.66,22.98,Low
Chennai,20.84,28381,10.31,Medium,157.39,43.19,27.51,17.5,Low
Pune,39.07,12026,8.22,Medium,235.42,74.67,45.73,38.05,High
Bangalore,35.64,7612,13.39,Medium,117.34,43.03,40.59,32.4,Medium
Bangalore,33.87,16329,8.5,High,190.59,80.87,36.45,30.44,Medium
Delhi,41.95,28783,29.22,Medium,119.66,42.15,49.46,38.24,High
Mumbai,38.19,6908,6.02,Low,147.15,46.87,44.2,35.31,High
Delhi,43.08,11954,26.62,Medium,276.61,53.76,46.56,41.08,High
Chennai,28.04,20185,9.92,Medium,263.96,71.67,33.7,25.75,Low
Chennai,34.83,23174,38.08,Medium,179.0,88.82,39.26,30.92,Medium
Pune,26.92,29552,37.66,Medium,109.53,45.89,32.73,23.27,Low
Pune,33.85,20496,12.89,Low,98.3,47.14,38.7,31.46,Medium
Chennai,33.76,7928,26.5,Medium,288.52,58.44,38.67,29.93,Medium
Chennai,38.13,14280,5.98,Medium,100.68,81.81,44.55,34.66,High
Chennai,35.23,12681,37.61,Medium,252.04,63.36,40.91,31.52,Medium
Delhi,38.12,26635,23.3,Medium,142.24,56.08,40.6,35.07,High
Chennai,38.52,9127,6.51,Low,296.41,68.06,40.91,34.94,High
Bangalore,45.77,9963,16.99,Medium,142.04,53.03,49.6,42.1,High
Mumbai,33.42,16761,7.69,Medium,137.88,60.06,38.0,32.15,Medium
Chennai,30.29,18554,18.75,Medium,209.37,56.63,33.95,26.4,Low
Mumbai,36.23,26695,28.45,Medium,290.38,80.21,42.14,34.23,Medium
Delhi,30.99,14357,21.45,Medium,294.05,86.21,34.16,28.67,Low
Mumbai,42.41,23409,18.43,Low,226.8,77.98,48.63,39.03,High
Delhi,33.58,29199,9.17,Medium,238.65,61.95,40.22,30.59,Medium
Bangalore,32.17,5987,13.57,Low,190.85,65.22,34.92,28.49,Low
Delhi,32.64,26694,8.51,Medium,238.94,46.25,38.55,30.44,Low
Delhi,38.59,6965,33.26,Low,264.94,77.34,46.36,36.47,High
Pune,34.21,12316,9.73,Low,171.52,69.82,37.37,33.12,Medium
Chennai,31.79,19046,25.84,Medium,204.97,85.12,39.25,29.4,Low
Chennai,43.33,5868,17.0,Medium,184.33,50.03,48.96,40.15,High
Bangalore,30.72,23447,12.91,Medium,190.62,77.99,36.26,28.82,Low
Bangalore,35.18,22513,27.38,Medium,272.51,74.23,37.49,32.79,Medium
Chennai,38.26,9378,21.0,Medium,138.9,53.29,44.75,36.6,High
Pune,26.84,20463,19.01,Medium,102.05,73.37,31.71,23.52,Low
Chennai,37.4,26538,25.75,Medium,164.07,86.22,43.73,36.22,Medium
Pune,29.72,27640,22.19,Medium,102.02,85.92,36.58,26.61,Low
