State,Year,Population (millions),Annual Rainfall (mm),Agricultural Land (sq km),Industrial Water Usage (billion liters),Domestic Water Usage (billion liters),Groundwater Level (meters below surface),Reservoir Capacity (%),Total Water Consumption (billion liters),Water Shortage Risk
Mizoram,2025,198.17,1672.2,169352.1,380.16,113.05,30.7,40.7,493.21,No
Odisha,2023,141.46,2321.9,197095.2,428.55,76.53,31.0,17.3,505.08,No
Uttar Pradesh,2011,26.95,2803.8,188883.5,259.55,142.27,6.0,89.7,401.82,No
Andhra Pradesh,2007,202.95,627.1,162776.8,214.95,166.16,24.7,16.4,381.11,No
Andhra Pradesh,2025,223.4,503.9,160385.5,450.91,49.62,33.9,21.1,500.53,Yes
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Punjab,2006,123.18,1470.6,158862.3,145.68,274.01,30.8,60.7,419.69,No
Chhattisgarh,2006,76.91,927.6,144172.3,153.94,107.76,31.6,30.3,261.7,No
Chhattisgarh,2018,80.99,2456.3,149601.5,176.21,209.45,44.6,20.8,385.66,No
Uttarakhand,2004,220.82,3437.9,147979.4,198.98,239.33,27.3,30.1,438.31,No
Haryana,2010,153.4,1725.3,115077.2,393.03,119.2,48.4,58.6,512.23,No
Telangana,2025,148.22,3234.0,175263.5,351.83,46.6,22.8,25.1,398.43,No
Gujarat,2005,99.01,1117.2,29862.6,101.88,60.51,37.9,37.3,162.39,No
Tripura,2007,193.79,3530.1,73939.2,258.64,66.0,47.8,28.9,324.64,No
Tamil Nadu,2008,112.0,2170.7,95333.9,283.69,19.23,7.8,60.4,302.92,No
Uttar Pradesh,2018,101.84,1184.4,197551.0,151.11,168.33,11.3,49.2,319.44,No
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Telangana,2016,171.84,3653.6,136843.0,102.91,127.14,24.4,71.2,230.05,No
Mizoram,2025,198.17,1672.2,169352.1,380.16,113.05,30.7,40.7,493.21,No
Gujarat,2005,138.09,754.0,188510.6,497.24,90.6,47.5,51.5,587.84,No
Tripura,2019,140.4,1957.0,48572.5,464.31,241.85,33.8,5.2,706.16,No
Odisha,2024,135.75,3748.2,29402.1,384.09,188.04,45.6,45.8,572.13,No
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Rajasthan,2000,40.33,3720.5,131534.6,387.36,296.17,40.0,30.3,683.53,No
Jharkhand,2010,97.86,2188.0,181786.0,213.26,207.22,29.2,94.3,420.48,No
Haryana,2023,108.67,1225.5,177090.4,436.97,60.88,18.4,30.7,497.85,No
Uttarakhand,2001,166.18,1093.4,55191.7,102.0,26.89,37.5,14.4,128.89,No
Meghalaya,2009,66.22,3816.8,77547.5,384.57,232.33,8.8,36.7,616.9,No
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Arunachal Pradesh,2012,177.99,3760.0,162462.6,19.58,129.88,28.6,72.0,149.46,No
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Jharkhand,2017,179.94,2184.6,180259.0,358.97,54.06,21.7,58.4,413.03,No
Assam,2015,206.7,2670.6,24356.3,177.4,283.89,30.5,13.6,461.29,No
Kerala,2019,14.83,2588.3,2270.3,339.18,111.08,7.9,18.4,450.26,No
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Gujarat,2024,5.51,2757.4,150792.0,361.67,108.76,17.9,14.9,470.43,No
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Meghalaya,2016,242.72,573.8,168303.7,465.03,98.42,10.9,24.4,563.45,No
Karnataka,2004,186.25,893.1,91610.2,130.49,212.97,33.6,25.1,343.46,Yes
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Karnataka,2013,182.56,1752.7,76134.4,177.85,51.14,11.7,66.7,228.99,No
Rajasthan,2017,136.38,3181.0,24376.8,211.03,103.98,4.4,83.2,315.01,No
Uttarakhand,2008,247.75,1529.2,76918.3,351.97,105.1,25.9,72.6,457.07,No
Andhra Pradesh,2017,56.44,2140.1,123632.5,442.59,232.87,41.3,33.9,675.46,No
Madhya Pradesh,2018,23.43,3025.2,50457.5,464.65,195.18,14.7,36.8,659.83,No
Goa,2004,12.05,1251.6,105292.6,332.96,281.6,18.4,67.1,614.56,No
Arunachal Pradesh,2004,108.38,3944.2,141043.5,86.77,270.99,48.9,17.8,357.76,No
Kerala,2012,79.14,2530.8,70168.7,343.77,237.36,35.9,41.6,581.13,No
Tamil Nadu,2009,43.69,3530.8,79368.8,411.32,55.62,49.3,72.2,466.94,No
Haryana,2001,128.62,3184.1,91924.3,38.19,115.44,49.5,58.3,153.63,No
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Maharashtra,2004,18.07,1152.5,113764.7,311.39,245.09,44.1,13.5,556.48,No
Andhra Pradesh,2025,223.4,503.9,160385.5,450.91,49.62,33.9,21.1,500.53,Yes
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Karnataka,2025,56.46,3659.6,7816.7,147.91,270.83,10.7,50.8,418.74,No
Kerala,2010,133.59,1027.5,124238.5,322.14,299.5,43.6,73.8,621.64,No
Andhra Pradesh,2020,119.02,1880.2,141081.1,306.89,45.97,8.2,35.8,352.86,No
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Tripura,2014,21.8,2793.3,172889.2,68.05,80.31,17.9,42.4,148.36,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Bihar,2005,56.54,3321.7,101874.9,239.1,52.14,15.8,63.0,291.24,No
Chhattisgarh,2018,58.25,3364.6,140633.1,175.2,49.54,15.7,86.0,224.74,No
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Uttarakhand,2023,146.93,3149.5,60049.2,182.21,1.38,15.9,63.5,183.59,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Bihar,2016,229.54,775.7,177353.8,275.5,149.18,47.9,79.3,424.68,No
Tripura,2007,156.88,2063.6,180340.6,317.27,244.5,17.0,53.5,561.77,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Mizoram,2005,87.76,3012.9,157683.9,249.71,200.89,16.7,33.2,450.6,No
Gujarat,2018,236.96,2065.5,160872.0,256.53,99.93,40.2,60.6,356.46,No
Odisha,2020,6.98,622.9,149894.1,190.03,134.52,4.1,50.9,324.55,No
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Tripura,2024,204.54,510.3,68736.1,177.09,226.61,15.4,42.0,403.7,No
Punjab,2020,46.08,989.9,157521.4,200.18,275.53,9.1,99.2,475.71,No
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Meghalaya,2009,66.22,3816.8,77547.5,384.57,232.33,8.8,36.7,616.9,No
Assam,2009,122.6,2299.2,167320.4,416.19,221.56,17.5,53.0,637.75,No
Sikkim,2021,99.81,3674.3,54931.0,253.34,107.34,12.5,31.9,360.68,No
Uttar Pradesh,2025,100.92,3884.2,118264.0,62.24,58.32,28.9,11.4,120.56,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Andhra Pradesh,2024,144.36,3058.9,155988.0,81.13,102.89,7.4,10.8,184.02,No
Rajasthan,2017,241.75,758.7,25260.7,256.24,260.13,19.2,73.9,516.37,No
Madhya Pradesh,2017,151.72,3615.1,108653.7,187.37,227.4,36.2,66.5,414.77,No
Kerala,2025,2.45,827.8,159589.5,344.8,216.27,41.0,58.5,561.07,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Jharkhand,2012,188.85,3738.9,59441.3,472.27,214.38,25.7,38.8,686.65,No
Rajasthan,2001,3.65,3862.0,110069.2,214.67,201.42,19.9,5.4,416.09,No
Bihar,2018,199.73,1137.6,88541.7,341.45,128.11,10.8,36.2,469.56,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Nagaland,2020,77.18,2555.7,141786.5,418.36,115.75,18.0,43.9,534.11,No
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Rajasthan,2007,239.86,1104.8,80900.4,301.12,166.38,32.3,15.6,467.5,No
Tripura,2006,84.5,3489.3,136679.9,15.25,53.08,4.0,83.0,68.33,No
Tamil Nadu,2015,103.48,2500.7,83717.4,487.71,279.1,22.7,49.1,766.81,No
Meghalaya,2009,208.76,3208.8,168344.0,456.98,119.55,47.7,12.5,576.53,No
Madhya Pradesh,2005,111.38,3421.4,116660.4,460.03,86.44,44.3,89.3,546.47,No
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Himachal Pradesh,2002,60.34,2407.1,187335.1,317.68,52.04,1.4,19.8,369.72,No
Rajasthan,2009,76.61,3616.7,16289.5,448.57,167.46,2.5,53.4,616.03,No
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Jharkhand,2014,208.51,3806.9,106353.2,154.84,294.91,15.1,27.9,449.75,No
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Karnataka,2023,115.97,1399.4,156487.1,99.63,65.45,28.4,88.0,165.08,No
Rajasthan,2024,95.85,3008.5,35568.6,8.02,237.87,35.6,28.4,245.89,No
Tripura,2004,28.78,1383.7,127311.5,276.45,202.48,9.9,43.8,478.93,No
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Karnataka,2022,140.47,2373.7,37855.7,36.32,225.09,27.5,63.2,261.41,No
Meghalaya,2018,176.18,2012.3,15827.8,354.64,169.56,42.7,91.7,524.2,No
Uttar Pradesh,2020,68.02,3598.4,110847.5,308.15,80.65,32.8,64.5,388.8,No
Bihar,2024,127.45,3790.0,128843.4,345.49,172.95,31.0,61.1,518.44,No
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Kerala,2011,188.08,3645.8,188123.8,189.15,37.52,2.2,17.8,226.67,No
Telangana,2020,210.61,3245.5,121882.4,296.51,5.48,18.9,87.8,301.99,No
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Maharashtra,2014,28.5,3369.1,139327.5,381.22,198.52,43.6,74.0,579.74,No
Uttar Pradesh,2007,196.46,2312.6,67420.5,6.93,250.14,33.8,35.8,257.07,No
Andhra Pradesh,2020,70.67,3375.0,133179.6,174.95,285.4,41.8,95.8,460.35,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Goa,2006,244.18,3187.1,157629.5,498.82,297.42,37.7,59.8,796.24,No
Gujarat,2023,4.2,3272.9,59088.8,473.55,199.32,48.2,52.8,672.87,No
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Gujarat,2009,194.22,1164.9,42439.8,361.77,24.55,35.9,82.4,386.32,No
Madhya Pradesh,2023,57.54,1065.4,49511.7,180.87,129.0,47.0,66.7,309.87,No
Chhattisgarh,2002,96.02,653.1,55416.1,73.85,75.76,44.5,42.6,149.61,No
Kerala,2009,37.17,583.3,45517.5,157.37,38.69,9.3,99.8,196.06,No
Himachal Pradesh,2002,223.8,1845.5,124223.6,13.57,32.03,29.2,63.5,45.6,No
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Nagaland,2017,175.48,1843.2,7228.6,78.64,156.61,3.2,42.4,235.25,No
Mizoram,2005,118.62,2875.8,138447.8,18.72,20.73,28.9,88.4,39.45,No
West Bengal,2004,54.04,2888.3,2769.7,221.87,77.83,49.8,18.6,299.7,No
Punjab,2021,222.19,3752.3,8797.8,365.08,166.59,49.9,40.3,531.67,No
Madhya Pradesh,2020,194.94,1663.9,38673.8,166.92,188.64,27.3,99.3,355.56,No
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Karnataka,2008,85.12,3775.2,5723.7,291.3,242.88,9.1,90.2,534.18,No
Nagaland,2016,57.3,3303.8,105511.4,251.19,292.9,2.6,56.1,544.09,No
Karnataka,2019,69.14,3926.0,145795.4,221.06,147.97,48.5,83.2,369.03,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Andhra Pradesh,2024,161.63,2243.4,177513.1,240.63,48.73,38.3,74.6,289.36,No
Maharashtra,2025,117.19,2603.1,163972.3,329.72,229.94,31.6,95.2,559.66,No
Telangana,2008,71.51,2502.5,104265.5,427.29,173.47,34.6,83.1,600.76,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Jharkhand,2004,179.87,2092.8,9633.7,380.99,187.39,22.1,68.6,568.38,No
Haryana,2011,95.43,1697.5,170475.9,94.42,151.04,6.0,19.5,245.46,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Telangana,2025,148.22,3234.0,175263.5,351.83,46.6,22.8,25.1,398.43,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Tripura,2015,63.11,878.8,115453.6,332.78,179.03,32.8,62.3,511.81,No
Tripura,2000,234.15,2977.4,169642.4,30.89,251.76,43.4,81.5,282.65,No
Assam,2017,94.45,739.5,48114.7,255.56,227.61,21.3,95.0,483.17,No
Uttarakhand,2022,77.32,3354.8,70349.3,132.59,161.1,24.6,65.0,293.69,No
Chhattisgarh,2012,177.81,1528.5,14037.3,219.59,49.73,15.2,80.7,269.32,No
Uttarakhand,2012,15.16,936.8,109989.3,233.45,2.86,34.2,37.8,236.31,No
Nagaland,2017,199.86,3086.4,56512.8,249.04,252.99,17.2,5.3,502.03,No
Andhra Pradesh,2023,155.9,3817.7,16634.7,135.41,99.16,36.2,54.8,234.57,No
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Gujarat,2005,99.01,1117.2,29862.6,101.88,60.51,37.9,37.3,162.39,No
Bihar,2012,36.36,3447.7,8468.4,219.66,117.99,23.5,95.9,337.65,No
Bihar,2005,236.2,2732.2,163814.1,466.38,252.87,10.3,48.9,719.25,No
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Rajasthan,2018,50.39,2310.1,195104.7,78.25,257.17,1.3,65.9,335.42,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Madhya Pradesh,2005,158.38,1697.9,49808.4,443.97,83.36,17.7,7.5,527.33,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Uttar Pradesh,2002,44.81,3510.6,94450.5,296.43,177.16,46.8,61.2,473.59,No
Manipur,2019,197.55,539.7,15872.1,333.74,45.4,6.8,75.4,379.14,No
Bihar,2024,227.34,3088.9,168226.8,43.77,58.14,41.0,9.9,101.91,No
Rajasthan,2021,118.77,1418.4,111581.5,44.52,50.4,35.2,98.3,94.92,No
Chhattisgarh,2016,194.52,2877.0,148301.0,319.12,222.25,2.2,9.3,541.37,No
Uttar Pradesh,2019,130.59,1221.9,81881.7,296.29,168.66,45.7,45.4,464.95,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Karnataka,2004,186.25,893.1,91610.2,130.49,212.97,33.6,25.1,343.46,Yes
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Bihar,2000,193.74,3059.6,137711.8,172.02,114.37,23.4,76.1,286.39,No
Sikkim,2003,53.23,2115.2,111775.1,105.92,99.94,22.2,31.9,205.86,No
Meghalaya,2017,96.28,972.3,82865.0,375.34,110.58,47.8,52.2,485.92,No
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Arunachal Pradesh,2022,7.83,3296.8,197847.4,229.5,134.45,40.0,47.8,363.95,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Chhattisgarh,2018,3.28,3196.6,185473.7,480.76,295.46,49.9,89.1,776.22,No
Karnataka,2004,186.25,893.1,91610.2,130.49,212.97,33.6,25.1,343.46,Yes
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Uttarakhand,2020,8.01,1656.3,115319.5,146.56,16.16,42.8,97.6,162.72,No
Chhattisgarh,2016,181.09,2701.4,71898.0,401.35,29.95,29.5,83.4,431.3,No
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Gujarat,2023,162.81,2723.9,40206.0,388.67,126.86,30.6,65.1,515.53,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Karnataka,2009,199.65,2803.1,161205.9,79.41,86.3,29.1,44.7,165.71,No
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Andhra Pradesh,2007,147.84,2027.1,26835.8,52.78,241.32,12.9,54.2,294.1,No
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Manipur,2017,180.14,3530.1,28722.0,317.44,120.07,5.5,66.1,437.51,No
Sikkim,2022,16.68,1342.6,180983.2,181.82,179.86,1.4,73.7,361.68,No
Andhra Pradesh,2023,111.49,2883.9,72479.0,370.14,90.93,33.3,45.7,461.07,No
Uttarakhand,2005,133.11,3264.2,34367.8,405.91,171.79,16.7,73.7,577.7,No
Karnataka,2013,129.13,2004.2,58342.6,276.14,293.76,21.0,75.2,569.9,No
Andhra Pradesh,2009,136.68,2483.9,184178.7,386.88,144.56,5.0,65.6,531.44,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Andhra Pradesh,2004,184.7,3596.2,35519.0,354.75,20.98,4.3,23.8,375.73,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Arunachal Pradesh,2007,45.6,3974.9,148249.2,55.67,224.59,16.1,11.0,280.26,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Nagaland,2025,204.65,3731.4,171611.9,179.46,154.97,8.3,21.2,334.43,No
Rajasthan,2011,87.08,1532.4,68281.6,406.26,36.94,25.5,51.9,443.2,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Meghalaya,2003,241.72,3115.0,174556.1,397.21,74.07,28.9,42.0,471.28,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Haryana,2009,167.39,500.8,164295.4,268.3,158.47,7.4,54.5,426.77,No
Nagaland,2007,99.72,2018.3,104246.3,296.16,38.76,49.6,33.8,334.92,No
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Uttarakhand,2019,248.35,1114.7,135203.8,254.43,101.81,30.3,81.4,356.24,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Mizoram,2018,222.27,3530.2,68128.5,317.55,133.46,30.3,42.5,451.01,No
Sikkim,2025,154.45,1233.1,119891.2,41.91,69.8,12.9,36.3,111.71,No
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Kerala,2010,92.88,2629.7,166303.5,426.03,82.21,22.6,96.9,508.24,No
Andhra Pradesh,2019,98.66,767.5,56489.2,468.93,142.16,38.9,99.5,611.09,No
Gujarat,2003,41.55,781.8,45935.8,177.06,43.04,44.6,76.8,220.1,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Arunachal Pradesh,2000,105.75,893.1,103385.7,497.16,268.41,47.6,18.9,765.57,Yes
Arunachal Pradesh,2005,143.02,2225.5,199805.3,208.71,104.58,36.8,72.1,313.29,No
Uttar Pradesh,2024,64.48,783.6,10643.3,32.62,159.14,9.0,90.2,191.76,No
Madhya Pradesh,2004,124.92,3694.9,196431.5,12.68,234.79,49.5,47.4,247.47,No
Sikkim,2022,17.61,644.9,40989.7,174.44,128.54,34.4,67.3,302.98,No
Maharashtra,2003,201.29,2493.2,25024.1,105.14,119.04,13.7,8.0,224.18,No
Punjab,2004,189.12,3000.6,120220.6,470.51,270.12,30.9,99.2,740.63,No
Goa,2013,172.32,2997.7,30247.5,199.49,40.47,31.2,98.5,239.96,No
Arunachal Pradesh,2014,76.53,1962.3,118923.9,401.15,238.99,26.4,28.9,640.14,No
Odisha,2016,64.95,534.8,165635.4,426.85,259.33,5.1,66.9,686.18,No
Meghalaya,2011,115.18,1507.1,88096.0,474.25,195.47,14.7,54.0,669.72,No
Uttarakhand,2022,196.57,2975.7,98844.4,324.43,125.08,5.2,59.5,449.51,No
Gujarat,2006,213.59,2334.4,169800.3,452.08,108.67,13.4,78.5,560.75,No
Madhya Pradesh,2021,158.87,1371.0,191118.6,223.56,93.54,30.0,33.9,317.1,No
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Chhattisgarh,2005,122.04,2328.8,107106.7,23.26,192.61,3.3,82.6,215.87,No
Mizoram,2011,113.83,1349.4,45922.9,333.01,230.66,13.3,31.9,563.67,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Uttar Pradesh,2009,136.09,3402.8,143992.2,58.16,186.62,8.9,50.5,244.78,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Gujarat,2023,4.2,3272.9,59088.8,473.55,199.32,48.2,52.8,672.87,No
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Rajasthan,2000,146.98,2419.0,100954.5,152.78,149.59,19.9,70.4,302.37,No
Jharkhand,2001,19.76,3909.1,57444.6,39.65,262.03,42.1,63.0,301.68,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Punjab,2002,78.47,949.0,121628.7,243.81,39.73,24.6,74.2,283.54,No
Odisha,2015,3.31,3527.8,129584.4,201.8,187.94,23.9,55.3,389.74,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Meghalaya,2020,43.24,3055.3,134993.3,78.65,97.63,1.2,54.0,176.28,No
Assam,2000,247.81,1042.4,125184.2,45.53,108.14,25.6,73.2,153.67,No
Assam,2024,194.46,3347.1,28058.2,389.54,292.37,48.8,81.8,681.91,No
Meghalaya,2008,200.7,2783.2,137568.5,330.81,235.89,6.2,33.3,566.7,No
Karnataka,2005,161.87,2675.1,149587.2,491.55,32.84,15.7,21.5,524.39,No
Assam,2008,24.59,1688.3,199303.0,270.58,120.99,23.9,30.4,391.57,No
Gujarat,2023,45.17,1902.0,65793.0,273.91,89.33,44.5,97.0,363.24,No
Uttarakhand,2007,82.23,3595.8,17387.1,440.9,13.75,48.9,98.1,454.65,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Andhra Pradesh,2005,166.73,1553.9,81932.6,158.55,248.85,15.4,26.3,407.4,No
